knot_name,record_index,real_length,twist_angle,multiplicity,length_cutoff,status
7_6,15,2.7640545784650827,-1.9340669815890612,2,3.0,numerical_unverified
7_6,16,2.7649355075300925,-2.5516444420920297,2,3.0,numerical_unverified
7_6,17,2.768910094875895,-0.20957832989795458,2,3.0,numerical_unverified
7_6,18,2.7973423159167883,-2.155900793339019,2,3.0,numerical_unverified
7_6,19,2.8186773999845007,-1.6876539954269139,2,3.0,numerical_unverified
7_6,20,2.882088274874417,0.9612039693521262,2,3.0,numerical_unverified
7_6,21,2.9197819230474606,-3.115630461407339,2,3.0,numerical_unverified
7_6,22,2.9397209866359004,-1.348749223740391,2,3.0,numerical_unverified
7_7,0,1.272605832951412,2.249618025546124,2,3.0,numerical_unverified
7_7,1,1.7685513149257468,2.648650694043436,1,3.0,numerical_unverified
7_7,2,2.067102977144374,3.086873432572627,4,3.0,numerical_unverified
7_7,3,2.157040801818529,-2.2534994951083767,2,3.0,numerical_unverified
7_7,4,2.1956125253607124,-0.9574741358732064,2,3.0,numerical_unverified
7_7,5,2.5074483562230463,1.6357102847459941,4,3.0,numerical_unverified
7_7,6,2.6341294872307954,-1.1939260992227336,2,3.0,numerical_unverified
7_7,7,2.7256134735499624,-0.9398329380614214,4,3.0,numerical_unverified
7_7,8,2.777687368024077,-2.73018051077289,4,3.0,numerical_unverified
7_7,9,2.7998462995340505,-0.28053890250158,4,3.0,numerical_unverified
7_7,10,2.8574188640262586,-2.8610473667747316,4,3.0,numerical_unverified
7_7,11,2.868857712101559,-1.5528363270248147,4,3.0,numerical_unverified
8_1,0,0.15357869278839223,1.9199740320596859,1,3.0,numerical_unverified
8_1,1,1.138084551958093,-2.2071483436428863,2,3.0,numerical_unverified
8_1,2,1.7805015326898899,-3.058758492555018,2,3.0,numerical_unverified
8_1,3,1.9357717822677796,3.111716003779183,2,3.0,numerical_unverified
8_1,4,1.9773709033766769,1.7472455347691151,1,3.0,numerical_unverified
8_1,5,2.005115259724476,-1.7045759813970698,1,3.0,numerical_unverified
8_1,6,2.021500088885531,0.7125282695969538,2,3.0,numerical_unverified
8_1,7,2.2479227701761038,-1.9172118009121968,1,3.0,numerical_unverified
8_1,8,2.41828038959865,2.691137407912395,2,3.0,numerical_unverified
8_1,9,2.7044882691041305,2.443499764968886,2,3.0,numerical_unverified
8_1,10,2.7222026189783235,0.7285950566117667,2,3.0,numerical_unverified
8_1,11,2.746947320635547,-0.9819097784514255,2,3.0,numerical_unverified
8_1,12,2.7836468099887544,-0.1429054814985273,2,3.0,numerical_unverified
8_1,13,2.8044478403813504,0.1320256638141458,2,3.0,numerical_unverified
8_1,14,2.8208225010941756,0.9620372885131004,2,3.0,numerical_unverified
8_1,15,2.834108528911089,-0.6819666159117137,2,3.0,numerical_unverified
8_1,16,2.840005474279364,2.1274116251652875,2,3.0,numerical_unverified
8_1,17,2.8627879901523765,2.2390851820368693,2,3.0,numerical_unverified
8_1,18,2.8894779277108786,-2.1796997154529234,2,3.0,numerical_unverified
8_1,19,2.985719889163504,-1.1244367122029109,2,3.0,numerical_unverified
8_1,20,2.9889823922001155,2.376397260034466,2,3.0,numerical_unverified
8_2,0,0.25907228371700153,2.146718591285382,1,3.0,numerical_unverified
8_2,1,1.177897294661214,-2.6236202217164046,1,3.0,numerical_unverified
8_2,2,1.561918836863501,1.7700687810259943,2,3.0,numerical_unverified
8_2,3,1.984369014581909,-1.094542807526386,2,3.0,numerical_unverified
8_2,4,2.0883736158555264,2.639806510141416,2,3.0,numerical_unverified
8_2,5,2.190856244358907,-2.5639286319398513,2,3.0,numerical_unverified
8_2,6,2.208391646125649,2.6741858745840834,2,3.0,numerical_unverified
8_2,7,2.266911093338287,2.4268438965108436,2,3.0,numerical_unverified
8_2,8,2.443026044464973,0.7995464340821893,1,3.0,numerical_unverified
8_2,9,2.516768685301245,2.3269770361560544,2,3.0,numerical_unverified
8_2,10,2.5917240502631373,-1.6470747336951856,2,3.0,numerical_unverified
8_2,11,2.610801892857561,0.2679810191354168,2,3.0,numerical_unverified
8_2,12,2.6221781055444597,1.7845662461162692,2,3.0,numerical_unverified
8_2,13,2.7080674298963907,-2.3965608293707246,2,3.0,numerical_unverified
8_2,14,2.740333104191801,-1.4806423199968313,2,3.0,numerical_unverified
8_2,15,2.8150264287592637,0.7875987513899351,1,3.0,numerical_unverified
8_2,16,2.8580575072681977,2.8112639639318746,2,3.0,numerical_unverified
8_2,17,2.8928266571578085,-1.684776424934269,2,3.0,numerical_unverified
8_2,18,2.89282665715789,1.456816228655545,1,3.0,numerical_unverified
