fixture,bucket,row_count,mean_raw_crossing_count,mean_minimum_crossing_angle_degrees,median_crossing_vertex_parameter_margin,mean_normalized_minimum_depth_separation
3_1_torus_T_2_3,raw_minimal,62,3.0,53.82186064139791,0.05214980808108116,0.23208295697954126
3_1_torus_T_2_3,extra_simplified_to_fixture,36,6.333333333333333,27.27727698686548,0.027442332210008167,0.2016568918747659
3_1_torus_T_2_3,extra_unresolved_by_basic_simplifier,30,5.5,34.82406055125399,0.02472535681727095,0.2274004516806074
5_1_torus_T_2_5,raw_minimal,17,5.0,58.02770780918784,0.04922901406995095,0.20979667324891696
5_1_torus_T_2_5,extra_simplified_to_fixture,39,6.230769230769231,44.491304706773136,0.03863999091224457,0.15164944460008187
5_1_torus_T_2_5,extra_unresolved_by_basic_simplifier,72,11.180555555555555,23.683616738020174,0.019056120481110383,0.14162715882670668
4_1_figure_eight,raw_minimal,35,4.0,32.15817785672661,0.06162844759755792,0.16386392406880612
4_1_figure_eight,extra_simplified_to_fixture,22,9.954545454545455,22.654241565210057,0.020887952511788654,0.14405644087682704
4_1_figure_eight,extra_unresolved_by_basic_simplifier,71,11.04225352112676,27.080511150311246,0.018415858345888214,0.14017824462754952
