fixture,source_mode,base_samples,resolution,subdivision_factor,projection,projection_class,projection_direction,expected_crossing_count,expected_determinant,polygon_length,vertex_distortion_estimate,minimum_nonlocal_vertex_clearance,crossing_count,gauss_component_count,alternating_projection,canonical_gauss_signature,pd_code,fox_determinant,first_tait_tree_count,second_tait_tree_count,unsigned_tait_shortcut_applicable,unsigned_tait_shortcut_agrees,tait_construction_status,tait_error,simplification_status,simplification_changed,simplified_crossing_count,simplified_component_count,simplified_fox_determinant,simplification_error,topological_fixture_pass,minimum_crossing_angle_degrees,minimum_crossing_depth_separation,minimum_crossing_vertex_parameter_margin,normalized_minimum_depth_separation,crossing_count_matches_expected,determinant_matches_expected,backend_messages,extraction_status,error_message,runtime_seconds,direction_index,direction_x,direction_y,direction_z,longitude_radians,latitude_radians,raw_minimal_diagram_pass,extra_raw_crossings
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_000,generic_tilt,"[0.04520830426184802, 0.11627628334926333, 0.9921875]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,63.10894187612494,1.991616973850097,0.04202269249543633,0.24270152320823635,True,True,,passed,,0.0044098999933339655,0,0.04520830426184802,0.11627628334926333,0.9921875,1.1999816148643265,1.4457148032019138,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_001,generic_tilt,"[-0.19301817240042246, -0.09523480832631934, 0.9765625]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,63.6678006150924,1.9946769562586533,0.163235889739326,0.2428316957090659,True,True,,passed,,0.0038721000018995255,1,-0.19301817240042246,-0.09523480832631934,0.9765625,-2.683240462586607,1.3538648662553876,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_002,generic_tilt,"[0.26573486325149126, -0.07735698770286513, 0.9609375]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,52.808733338118145,1.9983245961020764,0.010897278397884236,0.24164929442049057,True,True,,passed,,0.0034539999905973673,2,0.26573486325149126,-0.07735698770286513,0.9609375,-0.28327723285795364,1.2903698801933186,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_003,generic_tilt,"[-0.1693384430614624, 0.2787629262388918, 0.9453125]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,64.51751278834321,1.994242040540037,0.006088049826757924,0.23590463404765388,True,True,,passed,,0.003947600009269081,3,-0.1693384430614624,0.2787629262388918,0.9453125,2.1166859968706997,1.2385513773728343,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_004,generic_tilt,"[-0.07164105709419773, -0.36131525193683134, 0.9296875]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,65.07546404281345,1.9980099068262807,0.011383584713826167,0.24621589235416474,True,True,,passed,,0.0034260000102221966,4,-0.07164105709419773,-0.36131525193683134,0.9296875,-1.7665360805802348,1.1935635544440883,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_005,generic_tilt,"[0.3268936164612606, 0.24006313671746496, 0.9140625]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,65.06975078277553,1.994530267574885,0.07605794450390846,0.23191640073815262,True,True,,passed,,0.0027744999970309436,5,0.3268936164612606,0.24006313671746496,0.9140625,0.6334271491484186,1.1531903234869172,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_006,generic_tilt,"[-0.43653348768112554, 0.047419117734334, 0.8984375]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,54.36354486202463,1.9971924196612896,0.06261642155999425,0.2346783189556174,True,True,,passed,,0.0026409999991301447,6,-0.43653348768112554,0.047419117734334,0.8984375,3.033390378877072,1.1161980547786983,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_007,generic_tilt,"[0.31007033289177977, -0.3528434192444729, 0.8828125]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,43.175338214324476,2.0047086090133925,0.16953098711416992,0.2463366836547921,True,True,,passed,,0.002759499999228865,7,0.31007033289177977,-0.3528434192444729,0.8828125,-0.8498316985738625,1.0818164589075494,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_008,generic_tilt,"[0.010289959042320171, 0.49787544284354635, 0.8671875]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,43.386078183819656,2.0126929017829704,0.14888243187468575,0.24020385834743416,True,True,,passed,,0.00520709999545943,8,0.010289959042320171,0.49787544284354635,0.8671875,1.5501315311547927,1.0495264428241564,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_009,generic_tilt,"[-0.3620400469186131, -0.3791679219302689, 0.8515625]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,32.763155947911116,2.009233431200381,0.06142118858417689,0.24729793404659992,True,True,,passed,,0.0035057000059168786,9,-0.3620400469186131,-0.3791679219302689,0.8515625,-2.333090546296142,1.01895854909946,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_010,generic_tilt,"[0.5475979471417062, 0.03667402868433168, 0.8359375]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,57.205426722630094,1.9995717140822749,0.1683934171978727,0.23376353216054352,True,True,,passed,,0.004213200008962303,10,0.5475979471417062,0.03667402868433168,0.8359375,0.06687268343250966,0.9898387655024116,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_011,generic_tilt,"[-0.44658537440975293, 0.35727987027966013, 0.8203125]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,67.54469240410924,1.9785603657874387,0.018756274260653072,0.22620735017312768,True,True,,passed,,0.0037663000111933798,11,-0.44658537440975293,0.35727987027966013,0.8203125,2.466835913161165,0.9619572141787629,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_012,generic_tilt,"[0.09130924535013347, -0.5866350220173862, 0.8046875]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,67.56848445724934,1.970538505322061,0.09764174530312175,0.2416269771392971,True,True,,passed,,0.002854899998055771,12,0.09130924535013347,-0.5866350220173862,0.8046875,-1.4163861642897697,0.9351489189391351,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_013,generic_tilt,"[0.34035899916601264, 0.5114060253658147, 0.7890625]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,48.43373086028363,1.9794453161485919,0.03163640721015781,0.2280007166695878,True,True,,passed,,0.0028132000006735325,13,0.34035899916601264,0.5114060253658147,0.7890625,0.9835770654388855,0.9092814029496191,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_014,generic_tilt,"[-0.6154098724502013, -0.1518720595915421, 0.7734375]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,36.901077831070744,1.9999630554786565,0.05338112123009964,0.24037274500927344,True,True,,passed,,0.003263199992943555,14,-0.6154098724502013,-0.1518720595915421,0.7734375,-2.8996450120120527,0.884246367739939,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_015,generic_tilt,"[0.57269790160831, -0.31262969842481114, 0.7578125]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,20.206321964535903,2.0117548360000126,0.09847624843158798,0.2485713366389983,True,True,,passed,,0.0028718999965349212,15,0.57269790160831,-0.31262969842481114,0.7578125,-0.4996817822833976,0.8599539234144497,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_016,generic_tilt,"[-0.21684466362347019, 0.6341420240780247, 0.7421875]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,37.508909101613625,1.9788220373168226,0.07107512778961222,0.23254049973796373,True,True,,passed,,0.0029051000019535422,16,-0.21684466362347019,0.6341420240780247,0.7421875,1.9002814474452576,0.8363284748503788,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_017,generic_tilt,"[-0.2752352318227771, -0.6295653268384562, 0.7265625]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,60.55170463225941,1.927952420299457,0.15090720691756232,0.22990909896256295,True,True,,passed,,0.0028517000027932227,17,-0.2752352318227771,-0.6295653268384562,0.7265625,-1.9829406300056736,0.8133057177367133,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_018,generic_tilt,"[0.6429854927306633, 0.28484649766436687, 0.7109375]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,4,1,False,1:+1:-1|1:-1:-1|2:-1:-1|3:+1:-1|4:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1,"[[3, 2, 4, 3], [4, 7, 5, 8], [6, 1, 7, 2], [8, 5, 1, 6]]",3,,,False,,not_applicable,,passed,True,3,1,3,,True,68.80451216121959,1.5994068089983597,0.10564204635647911,0.1821870284680044,False,True,,passed,,0.004434800008311868,18,0.6429854927306633,0.28484649766436687,0.7109375,0.4170225997229746,0.790830399170303,False,1
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_019,generic_tilt,"[-0.681173899031332, 0.22922182841562616, 0.6953125]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,4,1,False,1:+1:-1|1:-1:-1|2:-1:-1|3:+1:-1|4:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [7, 6, 8, 7], [8, 3, 1, 4]]",3,,,False,,not_applicable,,passed,True,3,1,3,,True,33.95286472413568,0.8074475879776161,0.005331347866968983,0.09219769885708293,False,True,,passed,,0.0029482999962056056,19,-0.681173899031332,0.22922182841562616,0.6953125,2.81698582945163,0.7688546176956561,False,1
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_020,generic_tilt,"[0.3545911939487095, -0.6420981136226602, 0.6796875]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,53.3729994452347,1.9103631353540684,0.17542867515479088,0.22584687973799025,True,True,,passed,,0.004700000004959293,20,0.3545911939487095,-0.6420981136226602,0.6796875,-1.0662362479993013,0.7473365120313951,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_021,generic_tilt,"[0.1755956625803579, 0.7267648583804222, 0.6640625]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,29.80998518450188,1.9677311232010892,0.014467599889769645,0.23415237685313228,True,True,,passed,,0.003080100010265596,21,0.1755956625803579,0.7267648583804222,0.6640625,1.333726981729347,0.726239235110326,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_022,generic_tilt,"[-0.6316786718677623, -0.4248657012529135, 0.6484375]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,26.130970941168716,1.9850181362933896,0.16116029054191472,0.24874064731354753,True,True,,passed,,0.002797399996779859,22,-0.6316786718677623,-0.4248657012529135,0.6484375,-2.5494950957215843,0.7055301410504765,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_023,generic_tilt,"[0.7656645419256503, -0.1153522825154929, 0.6328125]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,55.10436624245023,1.9235234888540016,0.18470541650395944,0.2291161186432721,True,True,,passed,,0.003113399987341836,23,0.7656645419256503,-0.1153522825154929,0.6328125,-0.14953186599292898,0.6851801334166482,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_024,generic_tilt,"[-0.4945211609046466, 0.6119872639698237, 0.6171875]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,64.19589900604124,1.8450031427184446,0.050918494932062686,0.21227973323945656,True,True,,passed,,0.002984100006869994,24,-0.4945211609046466,0.6119872639698237,0.6171875,2.250431363735719,0.6651631373050455,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_025,generic_tilt,"[-0.0494909961299971, -0.7972911638139548, 0.6015625]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,4,1,False,1:+1:-1|1:-1:-1|2:-1:-1|3:+1:-1|4:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1,"[[2, 7, 3, 8], [5, 4, 6, 5], [6, 1, 7, 2], [8, 3, 1, 4]]",3,,,False,,not_applicable,,passed,True,3,1,3,,True,40.20801110691605,1.791865198908969,0.10417138415027694,0.21464455446783193,False,True,,passed,,0.005014399997889996,25,-0.0494909961299971,-0.7972911638139548,0.6015625,-1.632790713715212,0.6454556676499499,False,1
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_026,generic_tilt,"[0.5833561011650399, 0.562470359509969, 0.5859375]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,73.37545029533749,1.8036166752508223,0.09413587372898746,0.2068019889533425,True,True,,passed,,0.005877200004761107,26,0.5833561011650399,0.562470359509969,0.5859375,0.7671725160134433,0.6260364731366106,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_027,generic_tilt,"[-0.8211598576906528, -0.0209795248091276, 0.5703125]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,65.54004586732444,1.8675398738247546,0.00023421422491765043,0.21964684923921532,True,True,,passed,,0.004103800005395897,27,-0.8211598576906528,-0.0209795248091276,0.5703125,-3.116049561437488,0.6068862401263823,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_028,generic_tilt,"[0.627688966897851, -0.5461944142688192, 0.5546875]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,37.42621267396196,1.9559304765406738,0.011474478024474877,0.23881712755929785,True,True,,passed,,0.004527700002654456,28,0.627688966897851,-0.5461944142688192,0.5546875,-0.7160863317088326,0.5879873446614887,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_029,generic_tilt,"[-0.09504103968348107, 0.8368863852815583, 0.5390625]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,38.29125438314254,1.9660131553778686,0.34051187128061144,0.24097855014436842,True,True,,passed,,0.003767300004255958,29,-0.09504103968348107,0.8368863852815583,0.5390625,1.6838768980198084,0.5693236433207793,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_030,generic_tilt,"[-0.5009894513222465, -0.6892189443548286, 0.5234375]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,59.70980175077838,1.8820949179339121,0.07252460978250497,0.22090944548108976,True,True,,passed,,0.0035540999961085618,30,-0.5009894513222465,-0.6892189443548286,0.5234375,-2.199345179431123,0.5508802957186253,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_031,generic_tilt,"[0.8441896860109181, 0.17166898053095483, 0.5078125]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,73.5925134436406,1.7814511645366693,0.03363195785829731,0.2059605106119087,True,True,,passed,,0.0037902000040048733,31,0.8441896860109181,0.17166898053095483,0.5078125,0.20061805029753252,0.5326436129659039,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_032,generic_tilt,"[-0.7461731306626334, 0.4483047221710637, 0.4921875]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,6,1,False,1:+1:+1|2:+1:-1|2:-1:-1|3:+1:-1|3:-1:-1|1:-1:+1|4:-1:-1|5:+1:-1|6:-1:-1|4:+1:-1|5:-1:-1|6:+1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [8, 7, 9, 8], [10, 9, 11, 10], [11, 7, 12, 6], [12, 3, 1, 4]]",3,,,False,,not_applicable,,passed,True,3,1,3,,True,34.14158631793766,1.7215487804931051,0.02257114226269863,0.19791107564807583,False,True,,passed,,0.0043529000104172155,32,-0.7461731306626334,0.4483047221710637,0.4921875,2.6005812800261876,0.5146009275773826,False,3
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_033,generic_tilt,"[0.24983794281657093, -0.8428933419614452, 0.4765625]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,80.83785832340963,1.75728794897327,0.060007062450068815,0.20187416967875105,True,True,,passed,,0.006383800006005913,33,0.24983794281657093,-0.8428933419614452,0.4765625,-1.2826407974247434,0.4967404812077047,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_034,generic_tilt,"[0.388776201366415, 0.7977403627401906, 0.4609375]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,69.71540543261527,1.8635747354564927,0.038793880134029735,0.22238751318557662,True,True,,passed,,0.005721499997889623,34,0.388776201366415,0.7977403627401906,0.4609375,1.117322432303912,0.47905132729611205,True,0
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_035,generic_tilt,"[-0.8329259898180882, -0.3285286484148803, 0.4453125]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,5,1,False,1:+1:+1|1:-1:+1|2:-1:-1|3:-1:-1|4:+1:-1|2:+1:-1|5:-1:-1|4:-1:-1|3:+1:-1|5:+1:-1,"[[1, 8, 2, 9], [4, 9, 5, 10], [5, 2, 6, 3], [6, 8, 7, 7], [10, 3, 1, 4]]",3,,,False,,not_applicable,,passed,True,4,1,3,,False,1.5606126352339404,0.5367538741751228,0.02529893339911382,0.06693850494804822,False,True,,passed,,0.005585399994743057,35,-0.8329259898180882,-0.3285286484148803,0.4453125,-2.7658996451470337,0.46152324624700164,False,2
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_036,generic_tilt,"[0.8431906943069426, -0.3231069565607124, 0.4296875]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,4,1,False,1:+1:-1|2:+1:-1|3:-1:-1|1:-1:-1|4:+1:-1|3:+1:-1|2:-1:-1|4:-1:-1,"[[2, 5, 3, 6], [3, 8, 4, 1], [6, 1, 7, 2], [7, 4, 8, 5]]",3,,,False,,not_applicable,,passed,False,4,1,3,,False,45.832437131331154,1.9795167199531518,0.013501668262080102,0.24660445666149614,False,True,,passed,,0.0033537999988766387,36,0.8431906943069426,-0.3231069565607124,0.4296875,-0.3659364154183783,0.4441466712053621,False,1
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_037,generic_tilt,"[-0.40673584817661423, 0.8143206959802755, 0.4140625]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,4,1,False,1:+1:-1|2:+1:-1|3:-1:-1|1:-1:-1|4:+1:-1|3:+1:-1|2:-1:-1|4:-1:-1,"[[3, 6, 4, 7], [4, 1, 5, 2], [7, 2, 8, 3], [8, 5, 1, 6]]",3,,,False,,not_applicable,,passed,False,4,1,3,,False,23.78837060648498,1.8662929582802943,0.1047001621139998,0.22491596052314686,False,True,,passed,,0.004339699997217394,37,-0.40673584817661423,0.8143206959802755,0.4140625,2.034026814310277,0.4269126228297277,False,1
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_038,generic_tilt,"[-0.25206053025810227, -0.8818804044085311, 0.3984375]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,5,1,False,1:+1:+1|2:+1:-1|2:-1:-1|1:-1:+1|3:-1:-1|4:+1:-1|5:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1,"[[2, 9, 3, 10], [6, 5, 7, 6], [7, 5, 8, 4], [8, 1, 9, 2], [10, 3, 1, 4]]",3,,,False,,not_applicable,,passed,True,3,1,3,,True,35.97660347628038,1.7356717058500304,0.005729701490949424,0.19803863083524909,False,True,,passed,,0.004042300002765842,38,-0.25206053025810227,-0.8818804044085311,0.3984375,-1.8491952631406543,0.4098126517404412,False,2
3_1_torus_T_2_3,deterministic_angular_sweep,24,96,,fibonacci_039,generic_tilt,"[0.7872133087567544, 0.4834767795458152, 0.3828125]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,6,1,False,1:+1:+1|2:+1:-1|2:-1:-1|3:+1:-1|3:-1:-1|1:-1:+1|4:-1:-1|5:+1:-1|6:-1:-1|4:+1:-1|5:-1:-1|6:+1:-1,"[[4, 3, 5, 4], [6, 5, 7, 6], [7, 3, 8, 2], [8, 11, 9, 12], [10, 1, 11, 2], [12, 9, 1, 10]]",3,,,False,,not_applicable,,passed,True,3,1,3,,True,13.892956610318434,0.6260847757221981,0.024634788687663445,0.07287093364102143,False,True,,passed,,0.003990800003521144,39,0.7872133087567544,0.4834767795458152,0.3828125,0.550767966588001,0.3928387875427684,False,3
